ID,PredictedProb
0,8.969929807971628e-06
1,1.0
2,8.436393758649553e-05
7,2.6541621089551197e-05
10,4.1666482168937356e-05
11,1.9316852770944645e-05
13,0.3396780893385332
14,2.351371600153484e-05
15,0.053227539645898596
16,0.045279627224976415
17,0.1862200141678229
18,0.9113866552154649
19,0.8229669454390843
20,0.00016222664793909947
25,0.03689466916119796
26,6.718535110200512e-05
29,7.071021860930681e-05
38,0.25866171502980473
41,0.28870540238523645
44,0.00016076037870756688
45,2.9320495130164506e-05
47,1.95810683588299e-05
48,4.27481868615868e-05
49,0.04983161458193972
50,0.9999973098896165
53,0.012352603432939245
56,5.695619440655163e-05
59,0.00033224853256824015
60,0.00035994591225271214
64,0.1687743966952508
65,0.8076824063935306
66,0.0003375045737994364
68,0.056483845800758624
69,0.06009893758347657
70,0.00017210049569531225
71,0.00025667556650334406
72,7.2198585862908605e-06
76,1.1990050245046109e-05
80,0.01498581895633562
82,0.000758415684394438
83,0.1334219410627445
85,0.15042581921894982
86,0.9964251026863681
87,8.438935898168086e-05
89,0.1832429351298967
97,0.0001380442921421342
99,6.447790267480853e-06
101,0.028640159852778173
102,0.5914864191721201
103,3.3763119919208985e-05
104,0.049849106975317796
106,0.9501413599957995
107,4.169495796863197e-05
109,0.09061561698031384
111,0.06217667829802526
113,0.9970491893926761
114,5.56462289079295e-05
118,0.9995731307700986
119,0.10351459107057458
120,0.9953454427627498
123,0.1301616185329524
128,3.2387081548987764e-05
129,0.00012338104039736296
131,0.005982603815884333
133,0.001769933421726451
134,3.0124358765920697e-05
136,0.9999928586031842
137,0.12255068459788641
139,0.12808484835293124
140,7.508436494294276e-05
142,0.015759166110531315
144,4.175173245598529e-05
146,0.0002624594950240097
147,0.027591458007583704
148,0.22841609975870755
150,0.006309979958147835
151,0.026185491021228986
152,0.46073519401890917
155,0.9993574888100512
158,0.2203154018129695
159,6.273544860259279e-05
160,0.3330975009583576
161,0.00010637146896111463
165,0.9999978192854445
166,5.968317486779441e-06
170,1.0
171,2.271834185590613e-05
174,0.10898501993801174
175,0.02176055104904587
179,1.8479442434658124e-05
180,0.10492231205067479
181,0.16977906587335825
184,0.006022024521486775
185,4.130531436753006e-05
187,0.00016498299573386143
188,0.40518411107681007
190,0.0319627921530856
191,3.457104199997828e-06
192,0.06046958933783264
193,0.000806876608883818
196,0.1537509921071954
197,4.669236859800887e-05
198,0.011555467579729119
205,0.022879345513642527
211,0.00015588085474349355
213,4.4683735530914935e-05
214,0.18617487696766524
217,0.10315277303788611
218,0.9999995723695525
221,9.45680747691095e-05
222,0.04361900788064649
225,0.00016310573759422965
229,0.00044672100209097824
236,0.324111175138682
237,0.08343787988716009
238,0.0002785151340371639
239,0.47696351252190405
242,6.526864178843748e-05
245,0.1958202272730177
246,0.00012261240125591806
247,0.5230335474309367
248,0.9999584668325789
254,0.1025819318069981
255,4.416582141309579e-05
257,0.9995975784352699
259,3.77235113205551e-05
264,0.9999999999222382
270,6.882775499567645e-05
272,0.1638618792461065
274,0.0337279907754171
275,0.06634799595876162
278,0.00015912407405514617
280,2.791837950685889e-05
281,3.4495971051649295e-05
282,2.1763048323110506e-05
283,0.025697047670289533
284,0.8808317162068944
286,0.20373209070742565
287,0.00013800351212360788
288,0.08382931000455879
289,0.47394596761933544
290,1.6349821522753158e-05
291,0.06413554513027833
294,1.4795799044327244e-05
295,0.009235539821995188
297,0.04092123950343472
299,0.00019478367749396273
305,0.8525405111362448
307,0.01885557162084687
308,0.08546622882753274
313,5.057031898108697e-05
314,0.1763020801517076
315,0.9797403462044281
316,0.09614634741459521
317,0.08234459910080286
319,6.399902149921168e-05
322,0.09536728472947084
323,0.00015042567479411553
324,0.00016651128546787714
326,0.9983227111443828
327,3.574437082779398e-05
329,0.3872439099755696
330,0.03157096720468022
331,0.007772650284210638
336,0.00921801379018846
337,5.652474975622765e-05
338,0.00030647349908882737
340,0.9975009954324012
345,0.01599057987826947
347,0.0001856484424943149
348,0.1422820345389358
350,0.06743118203597123
352,0.00016767700732492214
356,0.23461654754043795
357,0.9996505176429117
358,0.837375181983844
359,0.00020387368512223155
361,0.06030793267831861
363,0.03163183462869812
364,0.00010489352735127319
368,0.00045752636236959254
376,0.9970453177584647
378,0.16354674581738157
382,0.21319048150735107
384,1.9756241850008894e-05
385,0.9602540144198313
388,0.014328256794541852
389,0.2913143467712017
391,1.2991723772586713e-05
392,0.014164050670011585
395,0.9053585025224969
396,0.2985997616034399
397,0.03330234910839669
399,7.11275370082278e-05
404,0.007301609975307378
407,0.07434385783429136
409,0.14374906270346588
410,9.875825793775664e-06
413,0.39626032503685743
414,8.046211239843597e-05
416,0.00016156461159745172
418,0.0979060172101082
419,0.8932314947098514
420,0.018145980754097006
422,0.7519602361289669
423,2.2199372568355892e-05
427,0.02316027586189891
429,0.053961838750031244
430,3.694603731426304e-05
431,0.10868344448080472
432,3.9645491204728196e-05
433,4.210827617474701e-05
